Year,Month,Day,Total Renewable Energy,Sector,Data Time
1973,1,25,30.074,Residential,1973-01-25
1973,2,25,27.164,Residential,1973-02-25
1973,3,25,30.074,Residential,1973-03-25
1973,4,25,29.104,Residential,1973-04-25
1973,5,25,30.074,Residential,1973-05-25
1973,6,25,29.104,Residential,1973-06-25
1973,7,25,30.074,Residential,1973-07-25
1973,8,25,30.074,Residential,1973-08-25
1973,9,25,29.104,Residential,1973-09-25
1973,10,25,30.074,Residential,1973-10-25
1973,11,25,29.104,Residential,1973-11-25
1973,12,25,30.074,Residential,1973-12-25
1974,1,25,31.506,Residential,1974-01-25
1974,2,25,28.457,Residential,1974-02-25
1974,3,25,31.506,Residential,1974-03-25
1974,4,25,30.489,Residential,1974-04-25
1974,5,25,31.506,Residential,1974-05-25
1974,6,25,30.489,Residential,1974-06-25
1974,7,25,31.506,Residential,1974-07-25
1974,8,25,31.506,Residential,1974-08-25
1974,9,25,30.489,Residential,1974-09-25
1974,10,25,31.506,Residential,1974-10-25
1974,11,25,30.489,Residential,1974-11-25
1974,12,25,31.506,Residential,1974-12-25
1975,1,25,36.131,Residential,1975-01-25
1975,2,25,32.634,Residential,1975-02-25
1975,3,25,36.131,Residential,1975-03-25
1975,4,25,34.965,Residential,1975-04-25
1975,5,25,36.131,Residential,1975-05-25
1975,6,25,34.965,Residential,1975-06-25
1975,7,25,36.131,Residential,1975-07-25
1975,8,25,36.131,Residential,1975-08-25
1975,9,25,34.965,Residential,1975-09-25
1975,10,25,36.131,Residential,1975-10-25
1975,11,25,34.965,Residential,1975-11-25
1975,12,25,36.131,Residential,1975-12-25
1976,1,25,40.794,Residential,1976-01-25
1976,2,25,38.162,Residential,1976-02-25
1976,3,25,40.794,Residential,1976-03-25
1976,4,25,39.478,Residential,1976-04-25
1976,5,25,40.794,Residential,1976-05-25
1976,6,25,39.478,Residential,1976-06-25
1976,7,25,40.794,Residential,1976-07-25
1976,8,25,40.794,Residential,1976-08-25
1976,9,25,39.478,Residential,1976-09-25
1976,10,25,40.794,Residential,1976-10-25
1976,11,25,39.478,Residential,1976-11-25
1976,12,25,40.794,Residential,1976-12-25
1977,1,25,46.014,Residential,1977-01-25
1977,2,25,41.561,Residential,1977-02-25
1977,3,25,46.014,Residential,1977-03-25
1977,4,25,44.53,Residential,1977-04-25
1977,5,25,46.014,Residential,1977-05-25
1977,6,25,44.53,Residential,1977-06-25
1977,7,25,46.014,Residential,1977-07-25
1977,8,25,46.014,Residential,1977-08-25
1977,9,25,44.53,Residential,1977-09-25
1977,10,25,46.014,Residential,1977-10-25
1977,11,25,44.53,Residential,1977-11-25
1977,12,25,46.014,Residential,1977-12-25
1978,1,25,52.815,Residential,1978-01-25
1978,2,25,47.703,Residential,1978-02-25
1978,3,25,52.815,Residential,1978-03-25
1978,4,25,51.111,Residential,1978-04-25
1978,5,25,52.815,Residential,1978-05-25
1978,6,25,51.111,Residential,1978-06-25
1978,7,25,52.815,Residential,1978-07-25
1978,8,25,52.815,Residential,1978-08-25
1978,9,25,51.111,Residential,1978-09-25
1978,10,25,52.815,Residential,1978-10-25
1978,11,25,51.111,Residential,1978-11-25
1978,12,25,52.815,Residential,1978-12-25
1979,1,25,61.837,Residential,1979-01-25
1979,2,25,55.852,Residential,1979-02-25
1979,3,25,61.837,Residential,1979-03-25
1979,4,25,59.842,Residential,1979-04-25
1979,5,25,61.837,Residential,1979-05-25
1979,6,25,59.842,Residential,1979-06-25
1979,7,25,61.837,Residential,1979-07-25
1979,8,25,61.837,Residential,1979-08-25
1979,9,25,59.842,Residential,1979-09-25
1979,10,25,61.837,Residential,1979-10-25
1979,11,25,59.842,Residential,1979-11-25
1979,12,25,61.837,Residential,1979-12-25
1980,1,25,71.995,Residential,1980-01-25
1980,2,25,67.35,Residential,1980-02-25
1980,3,25,71.995,Residential,1980-03-25
1980,4,25,69.672,Residential,1980-04-25
1980,5,25,71.995,Residential,1980-05-25
1980,6,25,69.672,Residential,1980-06-25
1980,7,25,71.995,Residential,1980-07-25
1980,8,25,71.995,Residential,1980-08-25
1980,9,25,69.672,Residential,1980-09-25
1980,10,25,71.995,Residential,1980-10-25
1980,11,25,69.672,Residential,1980-11-25
1980,12,25,71.995,Residential,1980-12-25
1981,1,25,73.89,Residential,1981-01-25
1981,2,25,66.74,Residential,1981-02-25
1981,3,25,73.89,Residential,1981-03-25
1981,4,25,71.507,Residential,1981-04-25
1981,5,25,73.89,Residential,1981-05-25
1981,6,25,71.507,Residential,1981-06-25
1981,7,25,73.89,Residential,1981-07-25
1981,8,25,73.89,Residential,1981-08-25
1981,9,25,71.507,Residential,1981-09-25
1981,10,25,73.89,Residential,1981-10-25
1981,11,25,71.507,Residential,1981-11-25
1981,12,25,73.89,Residential,1981-12-25
1982,1,25,82.384,Residential,1982-01-25
1982,2,25,74.411,Residential,1982-02-25
1982,3,25,82.384,Residential,1982-03-25
1982,4,25,79.726,Residential,1982-04-25
1982,5,25,82.384,Residential,1982-05-25
1982,6,25,79.726,Residential,1982-06-25
1982,7,25,82.384,Residential,1982-07-25
1982,8,25,82.384,Residential,1982-08-25
1982,9,25,79.726,Residential,1982-09-25
1982,10,25,82.384,Residential,1982-10-25
1982,11,25,79.726,Residential,1982-11-25
1982,12,25,82.384,Residential,1982-12-25
1983,1,25,82.384,Residential,1983-01-25
1983,2,25,74.411,Residential,1983-02-25
1983,3,25,82.384,Residential,1983-03-25
1983,4,25,79.726,Residential,1983-04-25
1983,5,25,82.384,Residential,1983-05-25
1983,6,25,79.726,Residential,1983-06-25
1983,7,25,82.384,Residential,1983-07-25
1983,8,25,82.384,Residential,1983-08-25
1983,9,25,79.726,Residential,1983-09-25
1983,10,25,82.384,Residential,1983-10-25
1983,11,25,79.726,Residential,1983-11-25
1983,12,25,82.384,Residential,1983-12-25
1984,1,25,83.005,Residential,1984-01-25
1984,2,25,77.65,Residential,1984-02-25
1984,3,25,83.005,Residential,1984-03-25
1984,4,25,80.328,Residential,1984-04-25
1984,5,25,83.005,Residential,1984-05-25
1984,6,25,80.328,Residential,1984-06-25
1984,7,25,83.005,Residential,1984-07-25
1984,8,25,83.005,Residential,1984-08-25
1984,9,25,80.328,Residential,1984-09-25
1984,10,25,83.005,Residential,1984-10-25
1984,11,25,80.328,Residential,1984-11-25
1984,12,25,83.005,Residential,1984-12-25
1985,1,25,85.781,Residential,1985-01-25
1985,2,25,77.479,Residential,1985-02-25
1985,3,25,85.781,Residential,1985-03-25
1985,4,25,83.014,Residential,1985-04-25
1985,5,25,85.781,Residential,1985-05-25
1985,6,25,83.014,Residential,1985-06-25
1985,7,25,85.781,Residential,1985-07-25
1985,8,25,85.781,Residential,1985-08-25
1985,9,25,83.014,Residential,1985-09-25
1985,10,25,85.781,Residential,1985-10-25
1985,11,25,83.014,Residential,1985-11-25
1985,12,25,85.781,Residential,1985-12-25
1986,1,25,78.137,Residential,1986-01-25
1986,2,25,70.575,Residential,1986-02-25
1986,3,25,78.137,Residential,1986-03-25
1986,4,25,75.616,Residential,1986-04-25
1986,5,25,78.137,Residential,1986-05-25
1986,6,25,75.616,Residential,1986-06-25
1986,7,25,78.137,Residential,1986-07-25
1986,8,25,78.137,Residential,1986-08-25
1986,9,25,75.616,Residential,1986-09-25
1986,10,25,78.137,Residential,1986-10-25
1986,11,25,75.616,Residential,1986-11-25
1986,12,25,78.137,Residential,1986-12-25
1987,1,25,72.192,Residential,1987-01-25
1987,2,25,65.205,Residential,1987-02-25
1987,3,25,72.192,Residential,1987-03-25
1987,4,25,69.863,Residential,1987-04-25
1987,5,25,72.192,Residential,1987-05-25
1987,6,25,69.863,Residential,1987-06-25
1987,7,25,72.192,Residential,1987-07-25
1987,8,25,72.192,Residential,1987-08-25
1987,9,25,69.863,Residential,1987-09-25
1987,10,25,72.192,Residential,1987-10-25
1987,11,25,69.863,Residential,1987-11-25
1987,12,25,72.192,Residential,1987-12-25
1988,1,25,77.077,Residential,1988-01-25
1988,2,25,72.104,Residential,1988-02-25
1988,3,25,77.077,Residential,1988-03-25
1988,4,25,74.59,Residential,1988-04-25
1988,5,25,77.077,Residential,1988-05-25
1988,6,25,74.59,Residential,1988-06-25
1988,7,25,77.077,Residential,1988-07-25
1988,8,25,77.077,Residential,1988-08-25
1988,9,25,74.59,Residential,1988-09-25
1988,10,25,77.077,Residential,1988-10-25
1988,11,25,74.59,Residential,1988-11-25
1988,12,25,77.077,Residential,1988-12-25
1989,1,25,81.356,Residential,1989-01-25
1989,2,25,73.971,Residential,1989-02-25
1989,3,25,82.712,Residential,1989-03-25
1989,4,25,80.602,Residential,1989-04-25
1989,5,25,83.611,Residential,1989-05-25
1989,6,25,81.123,Residential,1989-06-25
1989,7,25,83.91,Residential,1989-07-25
1989,8,25,83.855,Residential,1989-08-25
1989,9,25,80.855,Residential,1989-09-25
1989,10,25,82.962,Residential,1989-10-25
1989,11,25,79.637,Residential,1989-11-25
1989,12,25,81.988,Residential,1989-12-25
1990,1,25,52.688,Residential,1990-01-25
1990,2,25,48.106,Residential,1990-02-25
1990,3,25,54.124,Residential,1990-03-25
1990,4,25,52.969,Residential,1990-04-25
1990,5,25,55.077,Residential,1990-05-25
1990,6,25,53.521,Residential,1990-06-25
1990,7,25,55.394,Residential,1990-07-25
1990,8,25,55.335,Residential,1990-08-25
1990,9,25,53.238,Residential,1990-09-25
1990,10,25,54.389,Residential,1990-10-25
1990,11,25,51.947,Residential,1990-11-25
1990,12,25,53.357,Residential,1990-12-25
1991,1,25,55.362,Residential,1991-01-25
1991,2,25,50.538,Residential,1991-02-25
1991,3,25,56.844,Residential,1991-03-25
1991,4,25,55.619,Residential,1991-04-25
1991,5,25,57.826,Residential,1991-05-25
1991,6,25,56.189,Residential,1991-06-25
1991,7,25,58.153,Residential,1991-07-25
1991,8,25,58.093,Residential,1991-08-25
1991,9,25,55.897,Residential,1991-09-25
1991,10,25,57.117,Residential,1991-10-25
1991,11,25,54.565,Residential,1991-11-25
1991,12,25,56.052,Residential,1991-12-25
1992,1,25,57.912,Residential,1992-01-25
1992,2,25,54.626,Residential,1992-02-25
1992,3,25,59.446,Residential,1992-03-25
1992,4,25,58.16,Residential,1992-04-25
1992,5,25,60.464,Residential,1992-05-25
1992,6,25,58.75,Residential,1992-06-25
1992,7,25,60.803,Residential,1992-07-25
1992,8,25,60.74,Residential,1992-08-25
1992,9,25,58.447,Residential,1992-09-25
1992,10,25,59.729,Residential,1992-10-25
1992,11,25,57.068,Residential,1992-11-25
1992,12,25,58.627,Residential,1992-12-25
1993,1,25,50.541,Residential,1993-01-25
1993,2,25,46.218,Residential,1993-02-25
1993,3,25,52.119,Residential,1993-03-25
1993,4,25,51.086,Residential,1993-04-25
1993,5,25,53.165,Residential,1993-05-25
1993,6,25,51.692,Residential,1993-06-25
1993,7,25,53.513,Residential,1993-07-25
1993,8,25,53.448,Residential,1993-08-25
1993,9,25,51.381,Residential,1993-09-25
1993,10,25,52.409,Residential,1993-10-25
1993,11,25,49.964,Residential,1993-11-25
1993,12,25,51.276,Residential,1993-12-25
1994,1,25,48.031,Residential,1994-01-25
1994,2,25,43.966,Residential,1994-02-25
1994,3,25,49.651,Residential,1994-03-25
1994,4,25,48.716,Residential,1994-04-25
1994,5,25,50.726,Residential,1994-05-25
1994,6,25,49.339,Residential,1994-06-25
1994,7,25,51.084,Residential,1994-07-25
1994,8,25,51.017,Residential,1994-08-25
1994,9,25,49.019,Residential,1994-09-25
1994,10,25,49.95,Residential,1994-10-25
1994,11,25,47.563,Residential,1994-11-25
1994,12,25,48.786,Residential,1994-12-25
1995,1,25,48.115,Residential,1995-01-25
1995,2,25,44.051,Residential,1995-02-25
1995,3,25,49.761,Residential,1995-03-25
1995,4,25,48.832,Residential,1995-04-25
1995,5,25,50.852,Residential,1995-05-25
1995,6,25,49.464,Residential,1995-06-25
1995,7,25,51.215,Residential,1995-07-25
1995,8,25,51.147,Residential,1995-08-25
1995,9,25,49.14,Residential,1995-09-25
1995,10,25,50.064,Residential,1995-10-25
1995,11,25,47.661,Residential,1995-11-25
1995,12,25,48.882,Residential,1995-12-25
1996,1,25,49.751,Residential,1996-01-25
1996,2,25,47.029,Residential,1996-02-25
1996,3,25,51.411,Residential,1996-03-25
1996,4,25,50.435,Residential,1996-04-25
1996,5,25,52.512,Residential,1996-05-25
1996,6,25,51.073,Residential,1996-06-25
1996,7,25,52.878,Residential,1996-07-25
1996,8,25,52.81,Residential,1996-08-25
1996,9,25,50.746,Residential,1996-09-25
1996,10,25,51.717,Residential,1996-10-25
1996,11,25,49.254,Residential,1996-11-25
1996,12,25,50.524,Residential,1996-12-25
1997,1,25,40.531,Residential,1997-01-25
1997,2,25,37.199,Residential,1997-02-25
1997,3,25,42.169,Residential,1997-03-25
1997,4,25,41.482,Residential,1997-04-25
1997,5,25,43.255,Residential,1997-05-25
1997,6,25,42.111,Residential,1997-06-25
1997,7,25,43.616,Residential,1997-07-25
1997,8,25,43.549,Residential,1997-08-25
1997,9,25,41.788,Residential,1997-09-25
1997,10,25,42.47,Residential,1997-10-25
1997,11,25,40.317,Residential,1997-11-25
1997,12,25,41.294,Residential,1997-12-25
1998,1,25,36.264,Residential,1998-01-25
1998,2,25,33.337,Residential,1998-02-25
1998,3,25,37.882,Residential,1998-03-25
1998,4,25,37.326,Residential,1998-04-25
1998,5,25,38.956,Residential,1998-05-25
1998,6,25,37.948,Residential,1998-06-25
1998,7,25,39.313,Residential,1998-07-25
1998,8,25,39.246,Residential,1998-08-25
1998,9,25,37.629,Residential,1998-09-25
1998,10,25,38.18,Residential,1998-10-25
1998,11,25,36.174,Residential,1998-11-25
1998,12,25,37.018,Residential,1998-12-25
1999,1,25,37.102,Residential,1999-01-25
1999,2,25,34.081,Residential,1999-02-25
1999,3,25,38.683,Residential,1999-03-25
1999,4,25,38.085,Residential,1999-04-25
1999,5,25,39.731,Residential,1999-05-25
1999,6,25,38.692,Residential,1999-06-25
1999,7,25,40.08,Residential,1999-07-25
1999,8,25,40.015,Residential,1999-08-25
1999,9,25,38.381,Residential,1999-09-25
1999,10,25,38.974,Residential,1999-10-25
1999,11,25,36.96,Residential,1999-11-25
1999,12,25,37.839,Residential,1999-12-25
2000,1,25,39.414,Residential,2000-01-25
2000,2,25,37.315,Residential,2000-02-25
2000,3,25,40.924,Residential,2000-03-25
2000,4,25,40.225,Residential,2000-04-25
2000,5,25,41.926,Residential,2000-05-25
2000,6,25,40.805,Residential,2000-06-25
2000,7,25,42.259,Residential,2000-07-25
2000,8,25,42.197,Residential,2000-08-25
2000,9,25,40.508,Residential,2000-09-25
2000,10,25,41.202,Residential,2000-10-25
2000,11,25,39.151,Residential,2000-11-25
2000,12,25,40.118,Residential,2000-12-25
2001,1,25,35.198,Residential,2001-01-25
2001,2,25,32.311,Residential,2001-02-25
2001,3,25,36.64,Residential,2001-03-25
2001,4,25,36.051,Residential,2001-04-25
2001,5,25,37.597,Residential,2001-05-25
2001,6,25,36.605,Residential,2001-06-25
2001,7,25,37.915,Residential,2001-07-25
2001,8,25,37.856,Residential,2001-08-25
2001,9,25,36.321,Residential,2001-09-25
2001,10,25,36.906,Residential,2001-10-25
2001,11,25,35.025,Residential,2001-11-25
2001,12,25,35.87,Residential,2001-12-25
2002,1,25,36.007,Residential,2002-01-25
2002,2,25,33.024,Residential,2002-02-25
2002,3,25,37.398,Residential,2002-03-25
2002,4,25,36.764,Residential,2002-04-25
2002,5,25,38.321,Residential,2002-05-25
2002,6,25,37.299,Residential,2002-06-25
2002,7,25,38.628,Residential,2002-07-25
2002,8,25,38.571,Residential,2002-08-25
2002,9,25,37.024,Residential,2002-09-25
2002,10,25,37.654,Residential,2002-10-25
2002,11,25,35.774,Residential,2002-11-25
2002,12,25,36.655,Residential,2002-12-25
2003,1,25,37.86,Residential,2003-01-25
2003,2,25,34.682,Residential,2003-02-25
2003,3,25,39.21,Residential,2003-03-25
2003,4,25,38.501,Residential,2003-04-25
2003,5,25,40.106,Residential,2003-05-25
2003,6,25,39.02,Residential,2003-06-25
2003,7,25,40.404,Residential,2003-07-25
2003,8,25,40.349,Residential,2003-08-25
2003,9,25,38.754,Residential,2003-09-25
2003,10,25,39.459,Residential,2003-10-25
2003,11,25,37.54,Residential,2003-11-25
2003,12,25,38.489,Residential,2003-12-25
2004,1,25,38.654,Residential,2004-01-25
2004,2,25,36.55,Residential,2004-02-25
2004,3,25,39.984,Residential,2004-03-25
2004,4,25,39.241,Residential,2004-04-25
2004,5,25,40.866,Residential,2004-05-25
2004,6,25,39.752,Residential,2004-06-25
2004,7,25,41.159,Residential,2004-07-25
2004,8,25,41.105,Residential,2004-08-25
2004,9,25,39.49,Residential,2004-09-25
2004,10,25,40.229,Residential,2004-10-25
2004,11,25,38.294,Residential,2004-11-25
2004,12,25,39.273,Residential,2004-12-25
2005,1,25,40.545,Residential,2005-01-25
2005,2,25,37.089,Residential,2005-02-25
2005,3,25,41.843,Residential,2005-03-25
2005,4,25,41.027,Residential,2005-04-25
2005,5,25,42.704,Residential,2005-05-25
2005,6,25,41.526,Residential,2005-06-25
2005,7,25,42.99,Residential,2005-07-25
2005,8,25,42.937,Residential,2005-08-25
2005,9,25,41.27,Residential,2005-09-25
2005,10,25,42.082,Residential,2005-10-25
2005,11,25,40.104,Residential,2005-11-25
2005,12,25,41.15,Residential,2005-12-25
2006,1,25,36.61,Residential,2006-01-25
2006,2,25,33.553,Residential,2006-02-25
2006,3,25,37.96,Residential,2006-03-25
2006,4,25,37.291,Residential,2006-04-25
2006,5,25,38.855,Residential,2006-05-25
2006,6,25,37.809,Residential,2006-06-25
2006,7,25,39.153,Residential,2006-07-25
2006,8,25,39.098,Residential,2006-08-25
2006,9,25,37.543,Residential,2006-09-25
2006,10,25,38.209,Residential,2006-10-25
2006,11,25,36.33,Residential,2006-11-25
2006,12,25,37.239,Residential,2006-12-25
2007,1,25,40.434,Residential,2007-01-25
2007,2,25,37.027,Residential,2007-02-25
2007,3,25,41.839,Residential,2007-03-25
2007,4,25,41.067,Residential,2007-04-25
2007,5,25,42.771,Residential,2007-05-25
2007,6,25,41.607,Residential,2007-06-25
2007,7,25,43.08,Residential,2007-07-25
2007,8,25,43.023,Residential,2007-08-25
2007,9,25,41.33,Residential,2007-09-25
2007,10,25,42.098,Residential,2007-10-25
2007,11,25,40.068,Residential,2007-11-25
2007,12,25,41.089,Residential,2007-12-25
2008,1,25,45.071,Residential,2008-01-25
2008,2,25,42.594,Residential,2008-02-25
2008,3,25,46.539,Residential,2008-03-25
2008,4,25,45.641,Residential,2008-04-25
2008,5,25,47.513,Residential,2008-05-25
2008,6,25,46.206,Residential,2008-06-25
2008,7,25,47.837,Residential,2008-07-25
2008,8,25,47.776,Residential,2008-08-25
2008,9,25,45.916,Residential,2008-09-25
2008,10,25,46.809,Residential,2008-10-25
2008,11,25,44.597,Residential,2008-11-25
2008,12,25,45.755,Residential,2008-12-25
2009,1,25,48.647,Residential,2009-01-25
2009,2,25,44.473,Residential,2009-02-25
2009,3,25,50.129,Residential,2009-03-25
2009,4,25,49.122,Residential,2009-04-25
2009,5,25,51.113,Residential,2009-05-25
2009,6,25,49.692,Residential,2009-06-25
2009,7,25,51.44,Residential,2009-07-25
2009,8,25,51.379,Residential,2009-08-25
2009,9,25,49.399,Residential,2009-09-25
2009,10,25,50.402,Residential,2009-10-25
2009,11,25,48.067,Residential,2009-11-25
2009,12,25,49.337,Residential,2009-12-25
2010,1,25,52.23,Residential,2010-01-25
2010,2,25,47.734,Residential,2010-02-25
2010,3,25,53.781,Residential,2010-03-25
2010,4,25,52.684,Residential,2010-04-25
2010,5,25,54.81,Residential,2010-05-25
2010,6,25,53.28,Residential,2010-06-25
2010,7,25,55.152,Residential,2010-07-25
2010,8,25,55.088,Residential,2010-08-25
2010,9,25,52.974,Residential,2010-09-25
2010,10,25,54.067,Residential,2010-10-25
2010,11,25,51.58,Residential,2010-11-25
2010,12,25,52.952,Residential,2010-12-25
2011,1,25,51.261,Residential,2011-01-25
2011,2,25,46.89,Residential,2011-02-25
2011,3,25,52.897,Residential,2011-03-25
2011,4,25,51.864,Residential,2011-04-25
2011,5,25,53.982,Residential,2011-05-25
2011,6,25,52.492,Residential,2011-06-25
2011,7,25,54.343,Residential,2011-07-25
2011,8,25,54.276,Residential,2011-08-25
2011,9,25,52.17,Residential,2011-09-25
2011,10,25,53.199,Residential,2011-10-25
2011,11,25,50.7,Residential,2011-11-25
2011,12,25,52.023,Residential,2011-12-25
2012,1,25,44.051,Residential,2012-01-25
2012,2,25,41.72,Residential,2012-02-25
2012,3,25,45.793,Residential,2012-03-25
2012,4,25,45.033,Residential,2012-04-25
2012,5,25,46.949,Residential,2012-05-25
2012,6,25,45.702,Residential,2012-06-25
2012,7,25,47.333,Residential,2012-07-25
2012,8,25,47.262,Residential,2012-08-25
2012,9,25,45.359,Residential,2012-09-25
2012,10,25,46.114,Residential,2012-10-25
2012,11,25,43.793,Residential,2012-11-25
2012,12,25,44.863,Residential,2012-12-25
2013,1,25,55.799,Residential,2013-01-25
2013,2,25,51.078,Residential,2013-02-25
2013,3,25,57.684,Residential,2013-03-25
2013,4,25,56.599,Residential,2013-04-25
2013,5,25,58.935,Residential,2013-05-25
2013,6,25,57.323,Residential,2013-06-25
2013,7,25,59.351,Residential,2013-07-25
2013,8,25,59.273,Residential,2013-08-25
2013,9,25,56.952,Residential,2013-09-25
2013,10,25,58.032,Residential,2013-10-25
2013,11,25,55.258,Residential,2013-11-25
2013,12,25,56.678,Residential,2013-12-25
2014,1,25,56.86,Residential,2014-01-25
2014,2,25,52.049,Residential,2014-02-25
2014,3,25,58.84,Residential,2014-03-25
2014,4,25,57.728,Residential,2014-04-25
2014,5,25,60.159,Residential,2014-05-25
2014,6,25,58.547,Residential,2014-06-25
2014,7,25,60.59,Residential,2014-07-25
2014,8,25,60.54,Residential,2014-08-25
2014,9,25,58.225,Residential,2014-09-25
2014,10,25,59.376,Residential,2014-10-25
2014,11,25,56.474,Residential,2014-11-25
2014,12,25,57.991,Residential,2014-12-25
2015,1,25,51.396,Residential,2015-01-25
2015,2,25,47.284,Residential,2015-02-25
2015,3,25,53.789,Residential,2015-03-25
2015,4,25,53.107,Residential,2015-04-25
2015,5,25,55.428,Residential,2015-05-25
2015,6,25,54.036,Residential,2015-06-25
2015,7,25,56.062,Residential,2015-07-25
2015,8,25,55.996,Residential,2015-08-25
2015,9,25,53.64,Residential,2015-09-25
2015,10,25,54.355,Residential,2015-10-25
2015,11,25,51.53,Residential,2015-11-25
2015,12,25,52.591,Residential,2015-12-25
2016,1,25,46.105,Residential,2016-01-25
2016,2,25,44.365,Residential,2016-02-25
2016,3,25,49.025,Residential,2016-03-25
2016,4,25,48.701,Residential,2016-04-25
2016,5,25,50.984,Residential,2016-05-25
2016,6,25,49.968,Residential,2016-06-25
2016,7,25,51.698,Residential,2016-07-25
2016,8,25,51.385,Residential,2016-08-25
2016,9,25,48.941,Residential,2016-09-25
2016,10,25,49.287,Residential,2016-10-25
2016,11,25,46.423,Residential,2016-11-25
2016,12,25,47.192,Residential,2016-12-25
2017,1,25,45.62,Residential,2017-01-25
2017,2,25,42.433,Residential,2017-02-25
2017,3,25,49.101,Residential,2017-03-25
2017,4,25,48.884,Residential,2017-04-25
2017,5,25,51.236,Residential,2017-05-25
2017,6,25,50.307,Residential,2017-06-25
2017,7,25,51.865,Residential,2017-07-25
2017,8,25,51.495,Residential,2017-08-25
2017,9,25,49.001,Residential,2017-09-25
2017,10,25,49.183,Residential,2017-10-25
2017,11,25,45.873,Residential,2017-11-25
2017,12,25,46.704,Residential,2017-12-25
2018,1,25,54.649,Residential,2018-01-25
2018,2,25,50.627,Residential,2018-02-25
2018,3,25,58.056,Residential,2018-03-25
2018,4,25,57.862,Residential,2018-04-25
2018,5,25,60.554,Residential,2018-05-25
2018,6,25,59.234,Residential,2018-06-25
2018,7,25,61.128,Residential,2018-07-25
2018,8,25,60.579,Residential,2018-08-25
2018,9,25,57.537,Residential,2018-09-25
2018,10,25,57.937,Residential,2018-10-25
2018,11,25,54.372,Residential,2018-11-25
2018,12,25,55.361,Residential,2018-12-25
2019,1,25,57.01,Residential,2019-01-25
2019,2,25,52.826,Residential,2019-02-25
2019,3,25,61.008,Residential,2019-03-25
2019,4,25,60.729,Residential,2019-04-25
2019,5,25,63.562,Residential,2019-05-25
2019,6,25,62.217,Residential,2019-06-25
2019,7,25,64.427,Residential,2019-07-25
2019,8,25,63.865,Residential,2019-08-25
2019,9,25,60.637,Residential,2019-09-25
2019,10,25,60.754,Residential,2019-10-25
2019,11,25,56.828,Residential,2019-11-25
2019,12,25,57.63,Residential,2019-12-25
2020,1,25,40.946,Residential,2020-01-25
2020,2,25,39.988,Residential,2020-02-25
2020,3,25,44.959,Residential,2020-03-25
2020,4,25,45.415,Residential,2020-04-25
2020,5,25,48.197,Residential,2020-05-25
2020,6,25,47.149,Residential,2020-06-25
2020,7,25,48.655,Residential,2020-07-25
2020,8,25,47.851,Residential,2020-08-25
2020,9,25,45.032,Residential,2020-09-25
2020,10,25,44.639,Residential,2020-10-25
2020,11,25,41.409,Residential,2020-11-25
2020,12,25,41.655,Residential,2020-12-25
2021,1,25,41.969,Residential,2021-01-25
2021,2,25,39.427,Residential,2021-02-25
2021,3,25,46.857,Residential,2021-03-25
2021,4,25,47.394,Residential,2021-04-25
2021,5,25,50.067,Residential,2021-05-25
2021,6,25,49.164,Residential,2021-06-25
2021,7,25,50.421,Residential,2021-07-25
2021,8,25,49.402,Residential,2021-08-25
2021,9,25,46.408,Residential,2021-09-25
2021,10,25,45.582,Residential,2021-10-25
2021,11,25,42.959,Residential,2021-11-25
2021,12,25,42.904,Residential,2021-12-25
2022,1,25,50.103,Residential,2022-01-25
2022,2,25,47.423,Residential,2022-02-25
2022,3,25,55.761,Residential,2022-03-25
2022,4,25,56.374,Residential,2022-04-25
2022,5,25,59.516,Residential,2022-05-25
2022,6,25,58.209,Residential,2022-06-25
2022,7,25,60.107,Residential,2022-07-25
2022,8,25,59.388,Residential,2022-08-25
2022,9,25,56.022,Residential,2022-09-25
2022,10,25,55.84,Residential,2022-10-25
2022,11,25,51.44,Residential,2022-11-25
2022,12,25,51.559,Residential,2022-12-25
2023,1,25,54.149,Residential,2023-01-25
2023,2,25,51.397,Residential,2023-02-25
2023,3,25,60.468,Residential,2023-03-25
2023,4,25,61.663,Residential,2023-04-25
2023,5,25,65.716,Residential,2023-05-25
2023,6,25,63.839,Residential,2023-06-25
2023,7,25,66.23,Residential,2023-07-25
2023,8,25,65.805,Residential,2023-08-25
2023,9,25,61.331,Residential,2023-09-25
2023,10,25,61.337,Residential,2023-10-25
2023,11,25,56.487,Residential,2023-11-25
2023,12,25,56.268,Residential,2023-12-25
2024,1,25,52.316,Residential,2024-01-25
